ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,5,"134,360",661,"4,890,693",661,"5,811",0,"13,788","4,360","1,010",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,6,"162,201",663,"5,985,204",663,"3,196",0,"21,064","4,605","9,178",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,7,"182,423","1,087","6,731,401","1,087","7,130",0,"22,327","4,194","8,974",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,8,"155,567",956,"5,662,629",956,"6,811",0,"21,430","3,619","9,649",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,9,"50,597",840,"1,841,729",840,"2,666",0,"5,183","2,916","2,351",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,10,"22,545",685,"820,637",685,0,0,0,0,0,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,11,"25,406",805,"924,774",805,0,0,130,45,70,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,12,"24,578","1,303","117,972","1,303",0,0,32,64,37,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,1,"32,564",986,"156,307",986,0,0,0,0,56,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,2,"39,182","1,007","188,076","1,007",0,0,814,350,161,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,3,"58,365","1,838","280,151","1,838",0,0,"1,921",684,186,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,4,"86,412",796,"3,145,396",796,288,0,"4,522","1,059",558,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,5,"121,934",661,"4,438,396",661,"5,462",0,"9,044","1,708","3,983",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,6,"135,869","1,087","5,013,550","1,087","8,986",0,"20,374","4,344","7,143",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,7,"188,020","1,177","6,937,924","1,177","8,162",0,"23,109","4,035","8,040",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,8,"170,284","1,046","6,198,356","1,046","3,241",0,"20,886","17,748","8,942",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,9,"127,041",809,"4,624,287",809,"3,403",0,"15,550","14,475","2,382",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,10,"96,663",703,"3,518,536",703,"5,822",0,"5,008","5,228",111,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,11,"55,800","1,004","2,031,113","1,004","4,652",0,"1,278",591,0,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,12,"41,064","1,822","197,106","1,822",0,0,194,73,0,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2022,"1,153,198","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,1,"27,236",56,"69,675",56,305,0,0,0,356,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,2,"35,473",56,"86,080",56,253,0,0,0,405,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,3,"133,333",98,"366,773",98,270,0,0,0,"1,184",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,4,"11,514","1,260","31,086","1,260",0,0,0,0,100,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,5,"46,903","1,414","118,178","1,414",0,0,0,0,40,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,6,"180,311","1,260","810,176","1,260",81,0,"9,132","3,948","2,465",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,7,"244,677","1,414","1,664,194","1,414","6,387",0,"25,125","8,904","5,316",0,29,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,8,"222,592","1,414","1,804,829","1,414","6,656",0,"24,192","8,646","14,765",0,17,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,9,"202,100","1,260","1,737,315","1,260","7,795",0,"23,841","9,546","12,368",0,18,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,10,"365,398","1,414","2,075,225","1,414",174,0,"25,086","14,787","10,427",0,36,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,11,"152,674","1,260","668,334","1,260","4,899",0,"2,079","1,530","3,955",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,12,"44,054",56,"147,924",56,119,0,0,0,"1,524",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2020,"1,666,265","10,962","9,579,789","2,742","26,939",0,"109,455","47,361","52,905",0,100
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,1,"37,588",56,"93,644",56,170,0,0,0,633,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,2,"9,991",56,"30,102",56,82,0,0,0,358,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,3,"76,682",98,"357,098",98,"1,684",0,"1,845",864,"2,798",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,4,"117,830","1,260","856,213","1,260","3,802",0,"8,172","4,587","7,858",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,5,"152,924","1,414","1,504,136","1,414","6,474",0,"18,891","9,948","13,436",0,26,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,6,"162,890","1,260","1,693,064","1,260","8,652",0,"23,373","11,367","12,467",0,47,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,7,"198,114","1,414","1,612,672","1,414","6,922",0,"22,452","10,812","8,344",0,52,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,8,"165,056","1,414","1,310,906","1,414","6,721",0,"18,378","8,805","5,126",0,25,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,9,"161,016","1,260","1,437,334","1,260","7,672",0,"18,606","11,235","7,452",0,26,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,10,"295,326","1,414","1,966,883","1,414","7,978",0,"20,757","17,187","7,452",0,42,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,11,"168,956","1,260","637,072","1,260","4,256",0,"1,275","1,476","2,327",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,12,"45,939",56,"136,604",56,373,0,0,0,573,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,1,"13,592",56,"39,443",56,248,0,0,0,285,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,2,"34,383",56,"80,267",56,237,0,0,0,263,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,3,"56,623",98,"221,252",98,337,0,312,342,"2,474",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,4,"115,883","1,260","862,592","1,260","4,348",0,"8,076","4,626","7,858",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,5,"135,836","1,414","1,313,065","1,414","5,910",0,"13,773","9,183","13,436",0,23,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,6,"165,442","1,260","1,543,872","1,260","7,872",0,"18,675","10,098","12,467",0,30,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,7,"184,485","1,414","1,414,770","1,414","5,833",0,"18,678","8,553","8,344",0,51,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,8,"164,375","1,414","1,196,112","1,414","5,316",0,"16,146","7,521","5,126",0,29,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,9,"145,704","1,260","1,259,465","1,260","7,196",0,"15,072","9,165","7,452",0,37,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,10,"298,672","1,414","1,765,006","1,414","7,059",0,"15,732","14,004","7,452",0,28,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,11,"114,473","1,260","498,910","1,260","3,590",0,"1,920","1,731","2,008",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,12,"19,832",56,"66,578",56,166,0,0,0,573,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2022,"1,449,300","10,962","10,261,332","2,742","48,112",0,"108,384","65,223","67,738",0,198
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,1,"2,103",472,"9,697",472,0,0,5,5,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,2,"4,190",472,"18,958",472,0,0,0,3,2,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,3,"12,204",472,"58,704",472,0,0,73,97,6,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,4,"3,278",622,"15,245",622,0,0,0,0,23,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,5,"19,618",623,"97,333",623,0,0,0,0,421,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,6,"106,279",623,"239,677",623,0,0,0,0,504,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,7,"124,698",622,"369,249",622,0,0,0,0,508,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,8,"118,836",621,"344,031",621,0,0,0,0,562,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,9,"87,640",624,"276,915",624,0,0,0,0,458,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,10,"50,212",483,"148,027",483,0,0,105,311,98,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,11,"15,371",472,"71,490",472,0,0,30,70,8,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,12,"6,874",472,"31,652",472,0,0,14,19,1,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2020,"551,303","6,578","1,680,978","2,172",0,0,227,505,"2,591",0,0
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,1,"6,866",472,"32,402",472,0,0,11,43,16,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,2,"5,162",472,"23,738",472,0,0,3,19,2,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,3,"15,125",472,"74,207",472,0,0,113,159,13,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,4,"11,993",622,"66,865",622,0,0,232,510,70,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,5,"76,738",623,"263,276",623,0,0,"1,804","1,998",98,0,342,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,6,"150,232",623,"552,161",623,0,0,"3,526","3,658",258,0,"1,078",Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,7,"176,113",622,"611,827",622,0,0,"3,370","3,880",210,0,547,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,8,"157,639",621,"565,092",621,0,0,"3,254","4,436",175,0,438,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,9,"130,018",624,"528,474",624,0,0,"2,851","5,616",109,0,475,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,10,"55,777",483,"173,977",483,0,0,513,"1,623",48,0,152,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,11,"8,235",472,"41,745",472,0,0,62,122,55,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,12,"2,187",472,"10,596",472,0,0,3,32,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,1,"2,449",472,"11,426",472,0,0,3,16,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,2,"2,568",472,"12,410",472,0,0,11,27,2,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,3,"6,645",472,"32,165",472,0,0,24,81,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,4,"7,366",622,"37,237",622,0,0,19,167,4,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,5,"66,678",623,"258,265",623,0,0,"1,458","2,927",63,0,176,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,6,"124,089",623,"472,526",623,0,0,"2,795","4,077",154,0,501,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,7,"150,994",622,"556,873",622,0,0,"3,235","3,818",183,0,"1,012",Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,8,"137,454",621,"538,354",621,0,0,"3,240","4,382",130,0,936,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,9,"114,280",624,"466,287",624,0,0,"2,322","5,049",87,0,531,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,10,"50,215",483,"151,177",483,0,0,313,"1,652",29,0,65,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,11,"4,614",472,"23,493",472,0,0,16,111,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,12,"1,327",472,"6,507",472,0,0,5,14,6,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2022,"668,679","6,578","2,566,720","2,172",0,0,"13,441","22,321",658,0,"3,221"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,1,"29,635","23,832","182,255","23,832",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,"167,540","204,441","1,030,373","54,871",0,0,0,0,0,653,"23,897"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,2,"34,404","23,790","211,587","23,790",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,"167,540","204,441","1,030,373","54,871",0,0,0,0,0,653,"23,897"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,3,"16,256","19,637","99,977","19,637",0,0,0,0,0,34,"1,281",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,"167,540","204,441","1,030,373","54,871",0,0,0,0,0,653,"23,897"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,4,"10,552","15,306","64,894","15,306",0,0,0,0,0,219,"10,552",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,"167,540","204,441","1,030,373","54,871",0,0,0,0,0,653,"23,897"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,5,0,"15,206",0,"15,206",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2020,"167,540","204,441","1,030,373","54,871",0,0,0,0,0,653,"23,897"
